No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,wd,WSPM,AQI,AQI_Category
32263.0,2016.0,11.0,4.0,6.0,164.0,927.1583997670172,2.0,106.0,2300.0,2.0,1.8,1002.2,0.0,s,,443.0,Severe
32264.0,2016.0,11.0,4.0,7.0,158.0,183.0,4.0,86.0,3200.0,,1.3,1002.2,0.0,SsE,0.9,329.0,Very Poor
32265.0,2016.0,11.0,4.0,8.0,159.0,202.0,3.0,79.0,3100.0,2.0,2.1,1002.3,0.8,SsE,1.1,431.0,Severe
32266.0,2016.0,11.0,4.0,9.0,173.0,252.0,3.0,100.0,3200.0,2.0,127.27654148446612,1001.8,2.4,sse,0.5,414.0,Severe
,2016.0,11.0,4.0,7.0,220.0,240.0,8.0,131.0,3200.0,2.0,7.9,1001.3,3.0,Nne,1.1,486.0,Severe
32268.0,2016.0,11.0,4.0,11.0,269.0,-112.54314882272872,10.0,156.0,3300.0,2.0,9.6,1000.6,3.8,ESE,1.1,408.0,Severe
32269.0,2016.0,11.0,4.0,12.0,290.0,339.0,12.0,,2800.0,3.0,11.5,999.4,4.5,Sw,1.3,417.0,Severe
32270.0,2016.0,11.0,4.0,13.0,298.0,345.0,14.0,172.0,2800.0,5.0,12.7,998.1,4.9,Wnw,1.5,420.0,Severe
32271.0,2016.0,11.0,4.0,14.0,,341.0,14.0,171.0,2800.0,11.0,13.3,1110.0343441122984,4.7,SE,1.5,419.0,Severe
32272.0,2016.0,11.0,4.0,15.0,298.0,330.0,,173.0,2800.0,,13.8,996.6,4.4,W,1.2,420.0,Severe
32273.0,2016.0,11.0,4.0,7.0,275.0,,10.0,,-1392.0460264630833,21.0,13.2,996.6,3.8,WsW,0.9,411.0,Severe
32274.0,2016.0,11.0,4.0,17.0,266.0,292.0,4.0,157.0,2600.0,8.0,11.6,996.9,4.8,NW,0.9,407.0,Severe
32275.0,2016.0,11.0,4.0,18.0,303.0,343.0,4.0,173.0,,2.0,9.9,997.4,5.7,ENE,1.8,422.0,Severe
32276.0,2016.0,11.0,4.0,19.0,,304.0,3.0,147.0,3700.0,2.0,8.4,998.0,5.5,WnW,1.1,409.0,Severe
32277.0,2016.0,11.0,4.0,20.0,242.0,,,130.0,3900.0,2.0,6.8,998.2,5.1,sse,1.3,498.0,Severe
32278.0,2016.0,11.0,4.0,21.0,230.0,276.0,4.0,,4100.0,,5.7,998.6,4.7,Nw,1.2,500.0,Severe
32279.0,2016.0,11.0,4.0,22.0,176.0,208.0,4.0,122.0,4000.0,2.0,5.1,998.9,4.7,S,,408.0,Severe
32280.0,2016.0,11.0,4.0,23.0,142.0,145.0,4.0,117.0,4000.0,2.0,5.2,999.1,4.9,ENE,0.6,317.0,Very Poor
32281.0,2016.0,11.0,5.0,0.0,132.0,140.0,,119.0,4100.0,2.0,5.0,998.9,4.7,SE,1.0,309.0,Very Poor
32282.0,2016.0,7.0,5.0,7.0,149.0,162.0,3.0,92.0,3900.0,,4.6,998.9,4.3,ssw,0.6,322.0,Very Poor
32283.0,2016.0,11.0,5.0,2.0,163.0,,14.0,58.0,2900.0,2.0,4.2,998.9,4.1,Sw,0.9,412.0,Severe
32284.0,2016.0,11.0,5.0,3.0,148.0,170.0,4.0,62.0,3100.0,2.0,4.2,999.0,4.1,ENE,1.2,322.0,Very Poor
32285.0,2016.0,11.0,5.0,4.0,147.0,150.0,4.0,66.0,2200.0,2.0,3.9,999.2,3.8,Ne,0.8,321.0,Very Poor
32286.0,2016.0,11.0,5.0,5.0,,,4.0,100.0,3300.0,2.0,3.7,999.7,3.6,SsE,1.3,314.0,Very Poor
32287.0,2016.0,11.0,5.0,6.0,122.0,127.0,4.0,99.0,4400.0,601.6902384209501,3.5,1000.0,3.4,SW,0.8,302.0,Very Poor
32288.0,2016.0,7.0,5.0,7.0,115.0,115.0,4.0,92.0,4300.0,2.0,127.27654148446612,1000.8,3.6,Wsw,0.9,283.0,Poor
32289.0,2016.0,11.0,5.0,8.0,113.0,-112.54314882272872,-19.479077724030905,89.0,,2.0,3.9,1001.9,3.8,Nnw,1.2,276.0,Poor
,2016.0,11.0,5.0,9.0,142.0,180.0,6.0,96.0,4900.0,2.0,4.2,1002.7,4.1,nw,0.9,317.0,Very Poor
32291.0,2016.0,11.0,5.0,10.0,226.0,276.0,,130.0,5200.0,2.0,127.27654148446612,1003.1,7.0,Se,1.0,489.0,Severe
32292.0,2016.0,11.0,5.0,11.0,256.0,256.0,,153.0,4800.0,2.0,10.9,1003.7,6.0,Se,2.3,403.0,Severe
32293.0,2016.0,11.0,5.0,12.0,231.0,231.0,,,3400.0,5.0,14.4,1004.0,6.2,nw,2.0,447.0,Severe
32294.0,2016.0,11.0,5.0,13.0,202.0,,9.0,123.0,2500.0,14.0,16.4,1005.3,5.4,ese,3.0,430.0,Severe
32295.0,2016.0,11.0,5.0,14.0,175.0,219.0,11.0,75.0,2600.0,49.0,14.5,1006.7,5.3,NnE,3.1,418.0,Severe
32296.0,2016.0,11.0,5.0,15.0,163.0,,11.0,71.0,,52.0,14.2,1007.5,4.7,N,2.7,419.0,Severe
32297.0,2016.0,11.0,5.0,16.0,161.0,169.0,9.0,68.0,2600.0,-69.59401846428396,13.5,1008.5,4.9,SsE,1.6,406.0,Severe
32298.0,2016.0,11.0,5.0,17.0,173.0,193.0,6.0,79.0,2900.0,37.0,12.2,1009.5,5.4,S,1.2,424.0,Severe
32299.0,2016.0,11.0,5.0,18.0,180.0,204.0,3.0,104.0,3300.0,9.0,10.8,1010.5,5.5,SsW,1.1,408.0,Severe
32300.0,2016.0,11.0,5.0,19.0,204.0,238.0,3.0,116.0,,2.0,8.9,1011.9,5.3,Se,1.1,442.0,Severe
32301.0,2016.0,11.0,5.0,20.0,207.0,252.0,3.0,107.0,3900.0,2.0,9.4,1013.0,5.6,Nw,1.2,477.0,Severe
32302.0,2016.0,11.0,5.0,7.0,201.0,256.0,3.0,98.0,3700.0,2.0,9.8,,6.0,EsE,14.95458546289305,467.0,Severe
32303.0,2016.0,11.0,5.0,22.0,193.0,214.0,,103.0,-1392.0460264630833,2.0,9.5,1015.3,3.2,E,1.8,446.0,Severe
32304.0,2016.0,11.0,5.0,23.0,139.0,,3.0,88.0,,3.0,8.7,1016.3,2.7,Sse,1.5,315.0,Very Poor
32305.0,2016.0,11.0,6.0,0.0,,127.0,3.0,77.0,1200.0,11.0,8.5,1017.0,2.3,NnW,1.8,305.0,Very Poor
32306.0,2016.0,11.0,6.0,1.0,130.0,143.0,3.0,79.0,,10.0,8.3,1017.6,1.9,WsW,2.4,308.0,Very Poor
32307.0,2016.0,11.0,6.0,2.0,125.0,130.0,4.0,68.0,1100.0,16.0,8.3,1018.3,1.0,wnw,1.5,304.0,Very Poor
32308.0,2016.0,11.0,6.0,3.0,108.0,108.0,3.0,55.0,1000.0,21.0,8.0,1018.3,0.7,sw,2.6,259.0,Poor
32309.0,2016.0,11.0,6.0,7.0,101.0,101.0,4.0,53.0,-1392.0460264630833,20.0,7.9,1018.6,-0.8,Sw,1.9,235.0,Poor
32310.0,2016.0,11.0,8.0,5.0,80.0,80.0,5.0,43.0,1100.0,24.0,7.6,1018.6,-0.4,E,1.8,166.0,Moderate
32311.0,2016.0,11.0,6.0,6.0,80.0,82.0,5.0,51.0,1100.0,16.0,7.3,1018.8,-0.7,w,1.9,166.0,Moderate
32312.0,2016.0,11.0,6.0,7.0,67.0,67.0,5.0,51.0,1100.0,15.0,7.1,1018.8,-1.8,NnW,2.1,121.0,Moderate
32313.0,2016.0,11.0,6.0,8.0,59.0,,7.0,49.0,1100.0,18.0,7.1,1019.7,-2.4,W,1.7,98.0,Satisfactory
32314.0,2016.0,11.0,6.0,9.0,52.0,56.0,8.0,49.0,1200.0,18.0,6.9,1020.1,-2.8,Nw,3.3,86.0,Satisfactory
32315.0,2016.0,11.0,6.0,10.0,55.0,,11.0,43.0,1200.0,26.0,7.2,1019.5,-4.0,Ne,2.8,92.0,Satisfactory
32316.0,2016.0,11.0,6.0,11.0,44.0,927.1583997670172,12.0,41.0,1200.0,32.0,8.1,1019.1,-4.1,sw,2.9,73.0,Satisfactory
32317.0,2016.0,11.0,6.0,12.0,43.0,,,30.0,700.0,47.0,8.7,1018.3,-4.2,Sse,2.3,71.0,Satisfactory
32318.0,2016.0,11.0,6.0,13.0,42.0,,11.0,39.0,900.0,42.0,9.5,1017.0,-3.5,N,2.8,70.0,Satisfactory
32319.0,2016.0,11.0,6.0,14.0,,63.0,10.0,37.0,1000.0,46.0,9.0,1016.5,-2.9,S,2.9,83.0,Satisfactory
32320.0,2016.0,11.0,6.0,15.0,59.0,69.0,9.0,44.0,1000.0,40.0,9.1,1016.2,-2.8,NNW,2.0,98.0,Satisfactory
32321.0,2016.0,11.0,6.0,16.0,61.0,-112.54314882272872,,46.0,900.0,38.0,8.9,1016.2,-4.7,Wnw,,101.0,Moderate
,2016.0,11.0,6.0,17.0,59.0,,8.0,61.0,1100.0,20.0,8.6,1015.8,-3.9,Wsw,1.8,98.0,Satisfactory
32323.0,2016.0,11.0,6.0,18.0,64.0,,8.0,74.0,1300.0,5.0,,1015.7,-3.1,SsW,1.7,111.0,Moderate
32324.0,2016.0,11.0,6.0,19.0,,109.0,8.0,76.0,,3.0,7.9,1016.0,-3.0,SSW,1.1,152.0,Moderate
32325.0,2016.0,7.0,6.0,20.0,71.0,112.0,8.0,81.0,1600.0,2.0,7.7,1016.4,-3.2,N,1.4,135.0,Moderate
32326.0,2016.0,11.0,6.0,21.0,74.0,104.0,6.0,80.0,1600.0,,7.6,1016.9,-3.0,Se,1.0,145.0,Moderate
32327.0,2016.0,11.0,8.0,22.0,66.0,80.0,7.0,,1600.0,601.6902384209501,7.5,1016.8,-2.8,N,1.1,118.0,Moderate
32328.0,2016.0,11.0,6.0,7.0,70.0,,7.0,76.0,1700.0,2.0,6.9,1016.7,-2.3,e,1.3,132.0,Moderate
,2016.0,11.0,7.0,0.0,75.0,,,,,2.0,6.8,1016.8,-0.9,Sw,1.1,149.0,Moderate
,2016.0,11.0,8.0,1.0,76.0,107.0,,56.0,2000.0,3.0,6.0,1017.3,0.3,Ene,2.0,152.0,Moderate
32331.0,2016.0,11.0,7.0,2.0,59.0,109.0,10.0,33.0,900.0,2.0,4.8,1017.3,1.5,N,0.7,106.0,Moderate
32332.0,2016.0,7.0,7.0,3.0,60.0,71.0,2.0,,900.0,2.0,4.8,1017.3,1.8,E,0.9,100.0,Satisfactory
32333.0,2016.0,11.0,7.0,4.0,56.0,56.0,2.0,36.0,700.0,2.0,4.7,1016.9,1.9,WNW,1.0,93.0,Satisfactory
32334.0,2016.0,11.0,7.0,5.0,63.0,63.0,2.0,59.0,1000.0,2.0,4.8,1017.2,1.5,sse,0.7,108.0,Moderate
32335.0,2016.0,11.0,7.0,6.0,,,2.0,56.0,1300.0,2.0,,1018.2,1.9,Ene,1.3,101.0,Moderate
32336.0,2016.0,11.0,7.0,7.0,63.0,63.0,2.0,58.0,1400.0,2.0,6.0,1019.2,2.8,N,1.7,108.0,Moderate
32337.0,2016.0,11.0,8.0,8.0,,26.0,,32.0,700.0,18.0,7.8,1020.3,0.0,NnE,,43.0,Good
,2016.0,11.0,7.0,9.0,25.0,34.0,5.0,38.0,800.0,15.0,9.4,1021.2,-1.1,NNW,1.6,48.0,Good
32339.0,2016.0,11.0,7.0,10.0,,7.0,3.0,28.0,500.0,32.0,10.2,1021.6,-3.2,Ese,4.0,35.0,Good
32340.0,2016.0,11.0,7.0,11.0,,15.0,3.0,28.0,500.0,32.0,10.2,,-3.9,Nw,3.2,35.0,Good
32341.0,2016.0,11.0,7.0,12.0,,12.0,2.0,18.0,300.0,42.0,,1021.2,-5.1,SW,14.95458546289305,42.0,Good
32342.0,2016.0,11.0,7.0,13.0,9.0,9.0,,-50.54154295060326,,42.0,11.2,1020.8,-6.2,NW,2.6,42.0,Good
32343.0,2016.0,11.0,7.0,14.0,11.0,11.0,2.0,16.0,300.0,46.0,12.0,1020.6,-6.0,ESE,2.6,46.0,Good
32344.0,2016.0,11.0,8.0,15.0,6.0,7.0,2.0,16.0,300.0,43.0,12.1,1020.8,-6.4,Nnw,4.0,43.0,Good
32345.0,2016.0,11.0,7.0,16.0,12.0,28.0,2.0,,,13.0,11.4,1021.5,-6.5,e,4.0,28.0,Good
32346.0,2016.0,11.0,7.0,17.0,5.0,13.0,5.0,11.0,400.0,,9.1,1022.2,-6.4,Nnw,1.9,39.0,Good
32347.0,2016.0,7.0,7.0,18.0,13.0,927.1583997670172,6.0,24.0,600.0,,8.7,1023.1,-7.5,nnw,3.0,34.0,Good
32348.0,2016.0,11.0,7.0,19.0,15.0,15.0,6.0,20.0,600.0,38.0,8.4,,-8.2,wnw,3.2,38.0,Good
32349.0,2016.0,11.0,7.0,20.0,17.0,-112.54314882272872,7.0,19.0,600.0,601.6902384209501,7.7,1024.8,,Ssw,2.9,41.0,Good
32350.0,2016.0,11.0,7.0,21.0,15.0,19.0,6.0,20.0,600.0,35.0,6.9,1025.2,-8.7,Ene,2.5,35.0,Good
,2016.0,11.0,7.0,22.0,15.0,15.0,7.0,13.0,12165.106651990933,44.0,6.4,1025.3,-9.1,Se,1.9,44.0,Good
32352.0,2016.0,11.0,7.0,23.0,9.0,15.0,-19.479077724030905,21.0,700.0,33.0,3.4,1025.4,-7.7,NE,0.6,35.0,Good
32353.0,2016.0,11.0,8.0,0.0,20.0,31.0,6.0,37.0,1200.0,17.0,3.4,1025.3,-7.4,Wnw,1.6,56.0,Satisfactory
32354.0,2016.0,7.0,8.0,1.0,22.0,927.1583997670172,6.0,-50.54154295060326,700.0,28.0,2.1,1025.4,-7.0,Nne,14.95458546289305,37.0,Good
32355.0,2016.0,11.0,8.0,2.0,11.0,,6.0,11.0,,35.0,2.9,1025.5,-7.3,Nnw,1.0,35.0,Good
32356.0,2016.0,11.0,8.0,3.0,13.0,13.0,5.0,18.0,600.0,28.0,3.2,1025.3,-7.0,Ese,1.2,30.0,Good
32357.0,2016.0,11.0,8.0,7.0,18.0,18.0,6.0,19.0,700.0,26.0,4.0,1025.4,-7.2,wnw,1.9,35.0,Good
32358.0,2016.0,11.0,8.0,5.0,6.0,15.0,6.0,19.0,700.0,25.0,,1025.5,-7.3,Ese,1.6,35.0,Good
32359.0,2016.0,11.0,8.0,6.0,6.0,,7.0,25.0,700.0,22.0,3.1,1025.6,-7.4,NnW,1.7,35.0,Good
32360.0,2016.0,11.0,8.0,7.0,15.0,19.0,8.0,36.0,,13.0,2.4,1025.8,-7.5,WsW,1.5,45.0,Good
32361.0,2016.0,11.0,8.0,8.0,,34.0,9.0,34.0,,,3.7,1026.4,-7.2,nnw,1.8,45.0,Good
,2016.0,11.0,8.0,9.0,44.0,,15.0,58.0,1800.0,5.0,7.0,1026.4,-6.7,ese,0.7,89.0,Satisfactory
32363.0,2016.0,11.0,8.0,10.0,43.0,109.0,16.0,66.0,1600.0,2.0,7.1,1026.1,-6.3,NNE,2.3,106.0,Moderate
32364.0,2016.0,11.0,8.0,11.0,51.0,79.0,14.0,64.0,1400.0,6.0,,1025.6,-6.4,SSE,2.4,85.0,Satisfactory
32365.0,2016.0,11.0,8.0,12.0,21.0,45.0,12.0,,900.0,17.0,,1024.4,-7.1,sw,2.5,60.0,Satisfactory
32366.0,2016.0,11.0,8.0,13.0,24.0,32.0,11.0,39.0,700.0,28.0,10.6,1023.1,-6.7,ese,2.5,49.0,Good
32367.0,2016.0,11.0,8.0,14.0,26.0,37.0,9.0,32.0,600.0,-69.59401846428396,10.9,1022.3,-6.5,WSW,3.2,43.0,Good
32368.0,2016.0,11.0,8.0,15.0,36.0,45.0,12.0,,600.0,39.0,11.0,1022.1,-6.4,NW,2.3,59.0,Satisfactory
32369.0,2016.0,11.0,8.0,16.0,26.0,58.0,16.0,36.0,,42.0,10.8,1022.2,-6.1,NW,2.3,58.0,Satisfactory
32370.0,2016.0,7.0,8.0,17.0,,67.0,12.0,,800.0,33.0,9.7,1022.5,-5.8,Ssw,1.3,67.0,Satisfactory
,2016.0,11.0,8.0,18.0,52.0,88.0,7.0,67.0,1100.0,10.0,8.0,1023.2,-4.8,NnE,1.0,88.0,Satisfactory
32372.0,2016.0,11.0,8.0,19.0,58.0,102.0,9.0,80.0,1500.0,2.0,5.9,1023.8,-4.9,W,0.8,102.0,Moderate
32373.0,2016.0,11.0,8.0,20.0,56.0,88.0,8.0,63.0,1300.0,5.0,4.9,1024.2,139.72168341311215,Ne,0.8,93.0,Satisfactory
32374.0,2016.0,11.0,8.0,21.0,56.0,80.0,7.0,56.0,1300.0,7.0,4.5,1024.6,-4.3,EsE,1.0,93.0,Satisfactory
32375.0,2016.0,11.0,8.0,22.0,51.0,63.0,7.0,43.0,1100.0,14.0,3.4,1024.8,-4.6,SW,0.9,85.0,Satisfactory
32376.0,2016.0,11.0,8.0,23.0,795.6315748313708,64.0,7.0,44.0,1100.0,11.0,3.1,1024.8,-4.4,N,1.2,90.0,Satisfactory
32377.0,2016.0,11.0,9.0,0.0,,,8.0,59.0,1900.0,2.0,2.3,1024.9,-4.0,Wsw,2.0,118.0,Moderate
32378.0,2016.0,11.0,9.0,1.0,56.0,61.0,6.0,44.0,1500.0,,127.27654148446612,1024.6,-4.0,nw,0.6,93.0,Satisfactory
32379.0,2016.0,11.0,9.0,2.0,39.0,,16.0,24.0,900.0,2.0,0.6,1024.5,-4.1,SSW,1.0,65.0,Satisfactory
32380.0,2016.0,11.0,9.0,3.0,49.0,63.0,4.0,29.0,900.0,2.0,0.6,1024.1,-4.1,Nw,1.1,81.0,Satisfactory
32381.0,2016.0,11.0,9.0,4.0,53.0,,3.0,,600.0,2.0,0.3,1023.7,-4.0,E,1.6,88.0,Satisfactory
32382.0,2016.0,11.0,9.0,5.0,,59.0,2.0,41.0,700.0,2.0,0.1,1023.4,-4.0,sw,14.95458546289305,92.0,Satisfactory
32383.0,2016.0,11.0,9.0,6.0,795.6315748313708,66.0,2.0,,900.0,2.0,-0.7,1023.6,-3.9,nne,0.8,92.0,Satisfactory
32384.0,2016.0,11.0,9.0,7.0,59.0,,2.0,47.0,-1392.0460264630833,2.0,-0.7,1023.8,-3.7,nne,0.9,98.0,Satisfactory
32385.0,2016.0,11.0,9.0,8.0,,130.0,4.0,56.0,2500.0,2.0,0.0,1023.8,-3.6,SW,2.2,183.0,Moderate
32386.0,2016.0,11.0,9.0,9.0,87.0,136.0,11.0,,2600.0,2.0,1.9,1023.5,-3.0,nw,1.6,190.0,Moderate
32387.0,2016.0,11.0,9.0,10.0,99.0,152.0,23.0,67.0,3200.0,2.0,4.2,1022.5,,Se,,228.0,Poor
32388.0,2016.0,11.0,9.0,11.0,111.0,165.0,27.0,75.0,3400.0,2.0,5.0,1021.6,-1.0,W,1.5,269.0,Poor
32389.0,2016.0,7.0,8.0,12.0,124.0,172.0,,80.0,3300.0,3.0,5.4,1020.2,-0.7,E,1.3,303.0,Very Poor
,2016.0,11.0,9.0,13.0,139.0,173.0,25.0,83.0,2900.0,6.0,5.8,1110.0343441122984,-0.5,SsW,2.2,315.0,Very Poor
32391.0,2016.0,11.0,9.0,7.0,157.0,194.0,20.0,99.0,2900.0,2.0,,1017.8,-0.5,NnE,2.0,329.0,Very Poor
32392.0,2016.0,11.0,9.0,15.0,177.0,225.0,18.0,113.0,3000.0,2.0,5.8,1017.3,-0.3,ssw,2.0,470.0,Severe
32393.0,2016.0,11.0,9.0,16.0,196.0,243.0,16.0,,3000.0,2.0,5.7,1016.8,0.0,S,1.9,419.0,Severe
32394.0,2016.0,11.0,9.0,7.0,191.0,236.0,12.0,105.0,2800.0,2.0,5.3,1016.6,0.1,W,1.0,420.0,Severe
32395.0,2016.0,11.0,9.0,18.0,191.0,228.0,,101.0,2800.0,,5.2,,0.4,NNE,0.8,475.0,Severe
32396.0,2016.0,7.0,9.0,19.0,192.0,222.0,7.0,98.0,3000.0,2.0,4.5,1015.9,0.3,Sw,1.2,482.0,Severe
32397.0,2016.0,11.0,9.0,20.0,226.0,247.0,6.0,103.0,-1392.0460264630833,2.0,3.6,1015.5,0.1,SSW,1.0,500.0,Severe
32398.0,2016.0,11.0,9.0,21.0,235.0,258.0,7.0,102.0,4100.0,2.0,3.5,1015.0,0.4,e,0.6,500.0,Severe
32399.0,2016.0,11.0,9.0,22.0,250.0,,225.2858820025741,106.0,4200.0,2.0,3.8,1014.5,0.5,N,0.8,481.0,Severe
32400.0,2016.0,11.0,9.0,23.0,243.0,276.0,11.0,105.0,4200.0,2.0,3.7,1013.8,0.7,n,0.9,500.0,Severe
32401.0,2016.0,11.0,10.0,0.0,273.0,927.1583997670172,10.0,98.0,4900.0,2.0,4.1,,0.4,N,14.95458546289305,410.0,Severe
32402.0,2016.0,11.0,10.0,1.0,213.0,242.0,9.0,102.0,3700.0,2.0,4.2,1012.0,0.7,NNW,0.9,442.0,Severe
32403.0,2016.0,11.0,10.0,2.0,222.0,239.0,9.0,103.0,3900.0,,4.4,1010.8,0.5,NnE,0.5,495.0,Severe
32404.0,2016.0,11.0,10.0,3.0,216.0,241.0,9.0,103.0,3600.0,2.0,4.4,1009.8,0.9,e,1.0,500.0,Severe
32405.0,2016.0,11.0,10.0,4.0,224.0,248.0,9.0,98.0,3500.0,2.0,,,0.8,EnE,0.7,500.0,Severe
32406.0,2016.0,11.0,10.0,5.0,,238.0,8.0,92.0,3300.0,2.0,4.5,1007.7,1.2,Wnw,1.1,446.0,Severe
32407.0,2016.0,11.0,10.0,6.0,206.0,220.0,8.0,90.0,3400.0,601.6902384209501,4.6,1007.2,1.6,nne,0.7,476.0,Severe
32408.0,2016.0,11.0,10.0,7.0,220.0,239.0,8.0,93.0,4000.0,2.0,4.6,1006.3,1.6,Se,0.7,500.0,Severe
32409.0,2016.0,11.0,8.0,8.0,214.0,246.0,9.0,96.0,3900.0,2.0,4.8,1006.4,1.8,Ssw,1.3,463.0,Severe
32410.0,2016.0,11.0,10.0,9.0,214.0,274.0,9.0,339.3900335658202,4200.0,2.0,4.8,,1.6,Nw,0.7,490.0,Severe
32411.0,2016.0,11.0,10.0,10.0,-86.80151781696924,287.0,11.0,97.0,4100.0,2.0,5.4,1005.8,2.0,EsE,1.3,485.0,Severe
32412.0,2016.0,11.0,10.0,11.0,203.0,245.0,17.0,92.0,2800.0,2.0,7.2,1004.4,2.5,e,1.3,450.0,Severe
32413.0,2016.0,11.0,10.0,12.0,795.6315748313708,267.0,17.0,111.0,,,7.7,1003.6,2.4,ESE,1.9,469.0,Severe
32414.0,2016.0,11.0,10.0,13.0,248.0,,18.0,123.0,,2.0,9.9,1002.3,1.8,E,2.1,500.0,Severe
32415.0,2016.0,11.0,10.0,14.0,108.0,117.0,12.0,,1300.0,19.0,11.8,1001.7,-2.8,N,5.3,259.0,Poor
32416.0,2016.0,11.0,10.0,15.0,-86.80151781696924,-112.54314882272872,8.0,45.0,900.0,30.0,11.3,1001.8,-1.8,Se,,81.0,Satisfactory
32417.0,2016.0,11.0,10.0,16.0,,80.0,5.0,,500.0,37.0,11.1,1001.8,-3.8,NNE,3.1,80.0,Satisfactory
32418.0,2016.0,11.0,10.0,17.0,26.0,26.0,5.0,45.0,600.0,,10.2,1002.6,-7.5,nnw,3.6,56.0,Satisfactory
32419.0,2016.0,11.0,10.0,18.0,20.0,37.0,,,600.0,23.0,9.7,1003.6,-7.5,NnE,4.0,65.0,Satisfactory
32420.0,2016.0,11.0,10.0,19.0,28.0,31.0,8.0,52.0,600.0,23.0,9.2,1004.4,-9.3,Se,3.6,65.0,Satisfactory
32421.0,2016.0,11.0,10.0,7.0,,34.0,7.0,,600.0,21.0,8.1,1004.9,-9.4,E,1.3,64.0,Satisfactory
32422.0,2016.0,11.0,10.0,7.0,26.0,,10.0,69.0,900.0,601.6902384209501,6.9,1005.1,-8.3,wsw,1.2,86.0,Satisfactory
32423.0,2016.0,11.0,10.0,22.0,46.0,80.0,8.0,75.0,1100.0,,5.6,1005.1,-7.6,ESE,1.6,94.0,Satisfactory
32424.0,2016.0,11.0,10.0,23.0,40.0,60.0,12.0,72.0,1200.0,2.0,4.3,1005.1,,E,1.0,90.0,Satisfactory
32425.0,2016.0,11.0,11.0,0.0,44.0,,9.0,74.0,1500.0,601.6902384209501,2.6,1005.1,,n,1.2,92.0,Satisfactory
32426.0,2016.0,11.0,11.0,1.0,37.0,,6.0,51.0,1600.0,3.0,2.9,1005.2,-7.3,ene,1.9,78.0,Satisfactory
32427.0,2016.0,11.0,11.0,2.0,18.0,37.0,21.0,25.0,600.0,4.0,127.27654148446612,1005.4,-7.0,WSW,,37.0,Good
32428.0,2016.0,11.0,11.0,3.0,,55.0,7.0,31.0,,2.0,,1005.3,-6.9,N,1.1,55.0,Satisfactory
32429.0,2016.0,11.0,11.0,4.0,30.0,76.0,4.0,40.0,800.0,2.0,2.3,1005.5,-4.9,SE,1.8,76.0,Satisfactory
32430.0,2016.0,11.0,11.0,5.0,76.0,147.0,,62.0,1500.0,2.0,2.2,1005.4,-6.2,NNE,2.3,152.0,Moderate
32431.0,2016.0,11.0,11.0,6.0,57.0,86.0,8.0,64.0,1800.0,2.0,2.7,1005.5,-5.2,Ene,0.7,95.0,Satisfactory
32432.0,2016.0,11.0,11.0,7.0,35.0,56.0,7.0,55.0,1300.0,2.0,2.5,1005.6,-4.9,WsW,0.7,69.0,Satisfactory
32433.0,2016.0,11.0,11.0,8.0,72.0,181.0,11.0,68.0,,2.0,3.3,1006.0,-5.6,ENE,,154.0,Moderate
32434.0,2016.0,11.0,11.0,9.0,82.0,,13.0,70.0,2500.0,-69.59401846428396,4.0,1006.2,-5.5,S,0.9,173.0,Moderate
32435.0,2016.0,11.0,11.0,10.0,95.0,161.0,17.0,80.0,2500.0,2.0,5.0,1006.1,-2.8,w,0.7,215.0,Poor
32436.0,2016.0,11.0,11.0,11.0,103.0,242.0,17.0,88.0,2500.0,2.0,6.3,1005.8,-3.6,wnw,0.7,242.0,Poor
32437.0,2016.0,11.0,11.0,12.0,97.0,176.0,,-50.54154295060326,1900.0,2.0,8.6,1005.0,-4.3,SW,1.6,221.0,Poor
32438.0,2016.0,11.0,11.0,13.0,75.0,,13.0,62.0,1100.0,13.0,10.4,1110.0343441122984,-7.4,WnW,1.0,149.0,Moderate
32439.0,2016.0,11.0,11.0,14.0,25.0,,-19.479077724030905,27.0,,,11.2,1003.5,-9.2,Nne,1.6,42.0,Good
32440.0,2016.0,11.0,11.0,15.0,,78.0,5.0,25.0,400.0,44.0,11.3,1003.4,-6.1,s,1.1,78.0,Satisfactory
32441.0,2016.0,11.0,11.0,16.0,,927.1583997670172,7.0,26.0,400.0,46.0,10.5,1003.5,-7.3,Ne,1.3,81.0,Satisfactory
32442.0,2016.0,11.0,11.0,17.0,22.0,,6.0,,,40.0,9.4,1003.9,-6.9,wnw,0.7,81.0,Satisfactory
32443.0,2016.0,11.0,11.0,18.0,20.0,98.0,3.0,48.0,700.0,22.0,7.1,1005.0,-5.0,WsW,1.5,98.0,Satisfactory
32444.0,2016.0,11.0,11.0,19.0,92.0,165.0,,88.0,,4.0,5.6,1005.8,-4.3,Ene,0.9,204.0,Poor
32445.0,2016.0,11.0,11.0,20.0,,125.0,8.0,62.0,1100.0,5.0,5.0,1006.5,-3.8,SsW,1.8,117.0,Moderate
32446.0,2016.0,11.0,11.0,21.0,58.0,97.0,6.0,52.0,900.0,9.0,4.3,1007.2,-3.5,N,1.0,97.0,Satisfactory
32447.0,2016.0,11.0,11.0,22.0,63.0,114.0,6.0,63.0,1700.0,4.0,3.3,1008.1,-3.3,E,1.7,110.0,Moderate
